feature,category,p_mannwhitney,q_mannwhitney,cohens_d,abs_cohens_d,cliffs_delta,abs_cliffs_delta,q_mannwhitney_scientific,subject_level_std,subject_level_unique_count,is_constant,is_near_constant,selected_folds,selection_frequency,mean_abs_l1_coefficient,l1_selected_any,l1_selected_near_constant,tree_importance_mean,tree_importance_std,permutation_importance_mean,permutation_importance_std_across_folds,permutation_importance_positive,rank_q_mannwhitney,rank_abs_cohens_d,rank_abs_cliffs_delta,rank_selection_frequency,rank_permutation_importance,rank_tree_importance,mean_rank,rank_score,included_in_top10,included_in_top20,included_in_top50
tqwt_entropy_shannon_dec_36,TQWT,2.1578877966828923e-05,8.364595995389356e-05,-0.40947160279946077,0.40947160279946077,-0.355718085106383,0.355718085106383,8.365e-05,9.138155181902839,252,False,False,0,0.0,0.0,False,False,0.0010928754126778907,0.0002959523793086011,0.0,0.0,False,193.5,292.0,193.5,456.5,382.5,407.0,320.8333333333333,0.003116883116883117,False,False,False
maxIntensity,Intensity,0.0031838857669598255,0.007211693062511413,-0.5628325311361699,0.5628325311361699,-0.24700797872340424,0.24700797872340424,7.212e-03,6.276421175841767,252,False,False,0,0.0,0.0,False,False,0.0015044897881526255,0.0004330768565337455,0.0,0.0,False,332.0,199.0,332.0,456.5,382.5,224.0,321.0,0.003115264797507788,False,False,False
tqwt_energy_dec_28,TQWT,5.780824096905085e-07,5.8745671903684105e-06,0.3406016528463417,0.3406016528463417,0.4185505319148936,0.4185505319148936,5.875e-06,0.04930595189226657,252,False,False,0,0.0,0.0,False,False,0.0007398303378842426,0.00016485382882207674,0.0,0.0,False,74.0,342.0,74.0,456.5,382.5,598.0,321.1666666666667,0.003113648157758173,False,False,False
VFER_NSR_SEO,Other,0.00031622612058025966,0.0009007653131680123,-0.5470136402834208,0.5470136402834208,-0.3016123670212766,0.3016123670212766,9.008e-04,0.07925876800694658,245,False,False,0,0.0,0.0,False,False,0.0012019281877785634,0.0005519090762826771,0.0,0.0,False,264.0,207.0,264.0,456.5,382.5,354.0,321.3333333333333,0.003112033195020747,False,False,False
tqwt_kurtosisValue_dec_12,TQWT,6.071792920302335e-06,4.0406975894401374e-05,0.2420657281664485,0.2420657281664485,0.37882313829787234,0.37882313829787234,4.041e-05,22.638960153872596,252,False,False,0,0.0,0.0,False,False,0.0010289458744285665,0.00022389002163926815,0.0,0.0,False,113.0,422.0,113.0,456.5,382.5,443.0,321.6666666666667,0.0031088082901554403,False,False,False
std_2nd_delta,Delta / Delta-delta,0.0019332603366699341,0.004600670168277818,0.4410593099405523,0.4410593099405523,0.2596409574468085,0.2596409574468085,4.601e-03,0.020026459242586385,252,False,False,0,0.0,0.0,False,False,0.001598092091501396,0.00048302592333445874,0.0,0.0,False,316.0,274.0,316.0,456.5,382.5,189.0,322.3333333333333,0.0031023784901758017,False,False,False
std_0th_delta,Delta / Delta-delta,0.0005652678138597596,0.0015020544029064988,0.43874364873112925,0.43874364873112925,0.28873005319148937,0.28873005319148937,1.502e-03,0.05252641621365371,251,False,False,0,0.0,0.0,False,False,0.0014070619621112863,0.0006065564800832112,0.0,0.0,False,283.0,276.0,283.0,456.5,382.5,260.0,323.5,0.0030911901081916537,False,False,False
tqwt_skewnessValue_dec_24,TQWT,0.0963476845394278,0.15031837919844337,0.28214600784630167,0.28214600784630167,0.13929521276595744,0.13929521276595744,1.503e-01,0.07653505322093752,252,False,False,4,0.8,0.060656754759881235,True,False,0.001544496921975592,0.0004963667808259819,0.0,0.0,False,482.0,390.0,482.0,21.0,382.5,206.0,327.25,0.0030557677616501145,False,False,False
tqwt_entropy_shannon_dec_18,TQWT,0.0003223252041539167,0.000914673786882058,-0.5311688925567469,0.5311688925567469,-0.3011968085106383,0.3011968085106383,9.147e-04,388.31125490265174,252,False,False,0,0.0,0.0,False,False,0.0011635187197439098,0.0003911538234530066,0.0,0.0,False,265.0,216.0,265.0,456.5,382.5,381.0,327.6666666666667,0.003051881993896236,False,False,False
std_MFCC_9th_coef,MFCC,0.00045264857810981625,0.0012244306861100066,0.5216429760143779,0.5216429760143779,0.2937167553191489,0.2937167553191489,1.224e-03,0.06446033007137981,252,False,False,0,0.0,0.0,False,False,0.0012054123477402618,0.00026894325011302665,0.0,0.0,False,278.0,224.0,278.0,456.5,382.5,352.0,328.5,0.0030441400304414,False,False,False
tqwt_energy_dec_9,TQWT,0.0014441781183331356,0.003549091323485353,-0.5195433892822612,0.5195433892822612,-0.2667885638297872,0.2667885638297872,3.549e-03,0.003386445185482601,252,False,False,0,0.0,0.0,False,False,0.0013320719296556534,0.0006015827970942037,0.0,0.0,False,306.0,226.0,306.0,456.5,382.5,298.0,329.1666666666667,0.0030379746835443038,False,False,False
tqwt_skewnessValue_dec_28,TQWT,0.30700818748803815,0.3960036998130441,0.38362932826864965,0.38362932826864965,0.08560505319148937,0.08560505319148937,3.960e-01,1.0961963285777472,252,False,False,3,0.6,0.13886198164790656,True,False,0.0021904923441331057,0.0004273639958573573,0.0,0.0,False,583.0,318.0,583.0,45.0,382.5,67.0,329.75,0.003032600454890068,False,False,False
tqwt_entropy_shannon_dec_5,TQWT,0.0001245950588864166,0.00039203131498989657,-0.34029670602503126,0.34029670602503126,-0.3213098404255319,0.3213098404255319,3.920e-04,40.98641988734852,252,False,False,0,0.0,0.0,False,False,0.00124093164769652,0.00037931613788726165,0.0,0.0,False,238.5,344.0,238.5,456.5,382.5,333.0,332.1666666666667,0.0030105368790767687,False,False,False
tqwt_stdValue_dec_36,TQWT,0.0001245950588864166,0.00039203131498989657,-0.3672046108629307,0.3672046108629307,-0.3213098404255319,0.3213098404255319,3.920e-04,0.08343143958614506,252,False,False,0,0.0,0.0,False,False,0.0011898762500193488,0.0004069844976022584,0.0,0.0,False,238.5,325.0,238.5,456.5,382.5,361.0,333.6666666666667,0.002997002997002997,False,False,False
tqwt_maxValue_dec_17,TQWT,0.001357482438641458,0.003357982874534133,-0.4034163422099345,0.4034163422099345,-0.2682845744680851,0.2682845744680851,3.358e-03,0.3437798151124321,252,False,False,0,0.0,0.0,False,False,0.001405531015220669,0.000624786103424571,0.0,0.0,False,304.0,297.0,304.0,456.5,382.5,262.0,334.3333333333333,0.0029910269192422734,False,False,False
tqwt_entropy_shannon_dec_19,TQWT,0.0035494834334992113,0.007897075568021914,-0.4032034193040517,0.4032034193040517,-0.24418218085106383,0.24418218085106383,7.897e-03,301.9963026806481,252,False,False,0,0.0,0.0,False,False,0.0015868050085228714,0.0006184274685623426,0.0,0.0,False,338.0,298.0,338.0,456.5,382.5,195.0,334.6666666666667,0.00298804780876494,False,False,False
app_TKEO_std_2_coef,Other,0.00011213372010282204,0.0003588279043290305,-0.6218482090460304,0.6218482090460304,-0.3234707446808511,0.3234707446808511,3.588e-04,17390.318268289604,252,False,False,0,0.0,0.0,False,False,0.000860952533295966,0.0003532856948838308,0.0,0.0,False,235.0,166.0,235.0,456.5,382.5,547.0,337.0,0.002967359050445104,False,False,False
tqwt_stdValue_dec_27,TQWT,0.0002681055026590568,0.0007784375984540954,0.3562717140349399,0.3562717140349399,0.30518617021276595,0.30518617021276595,7.784e-04,0.300502762526528,252,False,False,0,0.0,0.0,False,False,0.0012382379550473957,0.00016384460280042493,0.0,0.0,False,259.0,329.0,259.0,456.5,382.5,338.0,337.3333333333333,0.002964426877470356,False,False,False
det_LT_entropy_log_1_coef,Wavelet,0.01393269623676965,0.026325094397112503,0.404290509965863,0.404290509965863,0.2059507978723404,0.2059507978723404,2.633e-02,188.46247531121796,252,False,False,1,0.2,0.01239825416320414,True,False,0.0010467192342138096,0.00025592571524635807,0.0,0.0,False,398.0,296.0,398.0,127.0,382.5,426.0,337.9166666666667,0.0029593094944512944,False,False,False
mean_Log_energy,Other,0.00035582144382482903,0.0009910286139121164,-0.5115801905148079,0.5115801905148079,-0.2990359042553192,0.2990359042553192,9.910e-04,0.4949551877784423,252,False,False,0,0.0,0.0,False,False,0.0010514600490959228,0.00014473442673107361,0.0,0.0,False,270.0,230.0,270.0,456.5,382.5,421.0,338.3333333333333,0.002955665024630542,False,False,False
tqwt_stdValue_dec_26,TQWT,0.0008302008992711541,0.0021235070620813194,0.34492644541603323,0.34492644541603323,0.27992021276595747,0.27992021276595747,2.124e-03,0.2942927823072876,252,False,False,0,0.0,0.0,False,False,0.001396511803833929,0.000533235174731556,0.0,0.0,False,294.0,333.0,294.0,456.5,382.5,270.0,338.3333333333333,0.002955665024630542,False,False,False
tqwt_TKEO_std_dec_5,TQWT,0.00035313259097417957,0.000987195942054212,-0.28143177063945124,0.28143177063945124,-0.2992021276595745,0.2992021276595745,9.872e-04,0.0008929250605648288,251,False,False,0,0.0,0.0,False,False,0.0014022395073065147,0.00036251324730078176,0.0,0.0,False,269.0,391.0,269.0,456.5,382.5,265.0,338.8333333333333,0.0029513034923757996,False,False,False
app_entropy_log_2_coef,Wavelet,0.00015476473013577847,0.00046928660105687665,-0.46758424056071785,0.46758424056071785,-0.3168218085106383,0.3168218085106383,4.693e-04,41.184581713594554,252,False,False,0,0.0,0.0,False,False,0.0010100392337898999,0.0001944327938653273,0.0,0.0,False,247.5,253.0,247.5,456.5,382.5,455.0,340.3333333333333,0.0029382957884427035,False,False,False
stdDevPeriodPulses,Other,0.013144035446697276,0.02515092787764975,0.23296545750472294,0.23296545750472294,0.20769614361702127,0.20769614361702127,2.515e-02,0.0005330818070701856,249,False,False,1,0.2,0.013407179153616422,True,False,0.0012810399086424077,0.00038261723423856434,0.0,0.0,False,393.0,429.0,393.0,127.0,382.5,319.0,340.5833333333333,0.002936138977244923,False,False,False
tqwt_TKEO_std_dec_34,TQWT,0.0025039391872643695,0.005775957879824558,-0.4225960737606376,0.4225960737606376,-0.2531582446808511,0.2531582446808511,5.776e-03,0.022363820716976616,252,False,False,0,0.0,0.0,False,False,0.0013946181793531532,0.0006740587797931488,0.0,0.0,False,326.0,284.0,326.0,456.5,382.5,271.0,341.0,0.002932551319648094,False,False,False
std_MFCC_4th_coef,MFCC,0.015980638782305944,0.029894130259437983,0.486597764391573,0.486597764391573,0.20179521276595744,0.20179521276595744,2.989e-02,0.12177525347669915,252,False,False,0,0.0,0.0,False,False,0.0016106706999885923,0.0008282754512626329,0.0,0.0,False,402.0,238.0,402.0,456.5,382.5,180.0,343.5,0.002911208151382824,False,False,False
VFER_SNR_TKEO,Other,0.0006495574003171757,0.001701976184803192,0.3298981695614826,0.3298981695614826,0.2855718085106383,0.2855718085106383,1.702e-03,114.67886308413287,252,False,False,0,0.0,0.0,False,False,0.0013165729660576271,0.00031421973833799824,0.0,0.0,False,287.0,352.0,287.0,456.5,382.5,304.0,344.8333333333333,0.002899951667472209,False,False,False
tqwt_energy_dec_17,TQWT,0.003952886246335666,0.00861614625288238,-0.3242087379143935,0.3242087379143935,-0.24135638297872342,0.24135638297872342,8.616e-03,0.07676854211793127,252,False,False,0,0.0,0.0,False,False,0.0016028403119771704,0.0006027497091934418,0.0,0.0,False,345.0,356.0,345.0,456.5,382.5,185.0,345.0,0.002898550724637681,False,False,False
apq5Shimmer,Shimmer,0.00025894152394183187,0.0007547442868382076,0.3977509544141443,0.3977509544141443,0.3059341755319149,0.3059341755319149,7.547e-04,0.023697910591854162,250,False,False,0,0.0,0.0,False,False,0.0010702966296160716,0.0003633942409653318,0.0,0.0,False,258.0,307.0,258.0,456.5,382.5,413.0,345.8333333333333,0.002891566265060241,False,False,False
tqwt_minValue_dec_1,TQWT,0.0005135934441320312,0.001379365249954598,0.4800259385941509,0.4800259385941509,0.2908909574468085,0.2908909574468085,1.379e-03,0.026994966592865523,252,False,False,0,0.0,0.0,False,False,0.0010365392886206545,0.0005642846451147316,0.0,0.0,False,280.0,242.0,280.0,456.5,382.5,436.0,346.1666666666667,0.002888781896966779,False,False,False
tqwt_minValue_dec_26,TQWT,0.01377934117274881,0.026100918291957445,-0.32111050266633634,0.32111050266633634,-0.20628324468085107,0.20628324468085107,2.610e-02,0.5538892628364362,252,False,False,1,0.2,0.009117741413636277,True,False,0.0010693198552033237,0.0004332748916894958,0.0,0.0,False,397.0,360.0,397.0,127.0,382.5,414.0,346.25,0.002888086642599278,False,False,False
app_LT_entropy_log_5_coef,Wavelet,0.00013077664627600524,0.0004080665477159998,-0.43672794977789364,0.43672794977789364,-0.3203125,0.3203125,4.081e-04,2.6702415358790104,252,False,False,0,0.0,0.0,False,False,0.0009690676522507343,0.0004524967132547396,0.0,0.0,False,240.5,277.0,240.5,456.5,382.5,483.0,346.6666666666667,0.0028846153846153843,False,False,False
tqwt_medianValue_dec_8,TQWT,0.13567953458238977,0.20204160397219229,-0.1227307856439053,0.1227307856439053,-0.125,0.125,2.020e-01,1.427161239380174e-05,250,False,False,2,0.4,0.047334039331255864,True,False,0.002159351300660569,0.0004612450098223461,0.0,0.0,False,505.0,545.0,505.0,75.5,382.5,69.0,347.0,0.002881844380403458,False,False,False
det_LT_entropy_shannon_3_coef,Wavelet,0.0005611283584721869,0.0014963422892591651,0.33647331747134074,0.33647331747134074,0.2888962765957447,0.2888962765957447,1.496e-03,0.7992280993454524,252,False,False,1,0.2,0.03940050151558321,True,False,0.000557703685528386,0.00016627864777222077,0.0,0.0,False,282.0,348.0,282.0,127.0,382.5,665.0,347.75,0.002875629043853343,False,False,False
mean_MFCC_0th_coef,MFCC,0.0007508073607497265,0.0019469211561510148,-0.4720174570029813,0.4720174570029813,-0.2822473404255319,0.2822473404255319,1.947e-03,2.127666396592989,252,False,False,0,0.0,0.0,False,False,0.0010539157905475882,0.00027275491383295294,0.0,0.0,False,290.0,249.0,290.0,456.5,382.5,419.0,347.8333333333333,0.002874940105414471,False,False,False
tqwt_entropy_log_dec_4,TQWT,0.0009639941170711576,0.00244906613526186,-0.45332465497952973,0.45332465497952973,-0.27642952127659576,0.27642952127659576,2.449e-03,203562.84882487037,252,False,False,0,0.0,0.0,False,False,0.0011355231123086676,0.0005001751904317406,0.0,0.0,False,296.0,263.0,296.0,456.5,382.5,394.0,348.0,0.0028735632183908046,False,False,False
GQ_prc5_95,Other,0.008256858500207328,0.01638300156241665,-0.4136208767941829,0.4136208767941829,-0.21559175531914893,0.21559175531914893,1.638e-02,0.10066992574016731,159,False,False,2,0.4,0.07976804176162136,True,False,0.0007742698432763563,0.0003348494861764385,0.0,0.0,False,378.5,289.0,386.0,75.5,382.5,582.0,348.9166666666667,0.0028660138524002864,False,False,False
tqwt_TKEO_mean_dec_5,TQWT,0.00021907779949818695,0.0006460647263632807,-0.30045183453221586,0.30045183453221586,-0.30950797872340424,0.30950797872340424,6.461e-04,0.0002917237353533592,252,False,False,0,0.0,0.0,False,False,0.0011666525351092063,0.00016055172796163324,0.0,0.0,False,255.0,375.0,255.0,456.5,382.5,378.0,350.3333333333333,0.0028544243577545195,False,False,False
mean_MFCC_5th_coef,MFCC,0.0051974102938990045,0.010887054431788444,0.4449575134822974,0.4449575134822974,0.23404255319148937,0.23404255319148937,1.089e-02,0.9970573844583144,252,False,False,0,0.0,0.0,False,False,0.0013670944546919828,0.0004465360294751401,0.0,0.0,False,359.0,271.0,359.0,456.5,382.5,283.0,351.8333333333333,0.0028422548555187117,False,False,False
IMF_NSR_entropy,Wavelet,0.01464159371049247,0.027595184136066007,0.34355383458675043,0.34355383458675043,0.20445478723404256,0.20445478723404256,2.760e-02,0.02912606145490033,252,False,False,1,0.2,0.009292640492695462,True,False,0.000986597051550206,0.00017647472752237774,0.0,0.0,False,399.0,336.0,399.0,127.0,382.5,468.0,351.9166666666667,0.002841581813876391,False,False,False
tqwt_minValue_dec_35,TQWT,0.0007727401163591413,0.0019900704366509394,0.4160517836019027,0.4160517836019027,0.28158244680851063,0.28158244680851063,1.990e-03,0.12801461444217407,252,False,False,0,0.0,0.0,False,False,0.0011088378412760047,0.00021154335501622444,0.0,0.0,False,292.0,288.0,292.0,456.5,382.5,402.0,352.1666666666667,0.002839564600094652,False,False,False
app_entropy_log_1_coef,Wavelet,0.00014870388248010614,0.0004564298760205707,-0.45701038116112386,0.45701038116112386,-0.3176529255319149,0.3176529255319149,4.564e-04,75.14350701975715,252,False,False,0,0.0,0.0,False,False,0.000892621790738815,0.00019990691521122348,0.0,0.0,False,244.5,260.0,244.5,456.5,382.5,527.0,352.5,0.0028368794326241137,False,False,False
app_LT_entropy_log_3_coef,Wavelet,0.00037517965064673366,0.0010410889198758072,-0.29563156150400693,0.29563156150400693,-0.2978723404255319,0.2978723404255319,1.041e-03,7.100194666396029,252,False,False,0,0.0,0.0,False,False,0.0011952175573220658,0.0002745027774107956,0.0,0.0,False,271.0,382.0,271.0,456.5,382.5,357.0,353.3333333333333,0.0028301886792452833,False,False,False
tqwt_skewnessValue_dec_9,TQWT,0.038281392733911505,0.06557541534373908,-0.1831092717820494,0.1831092717820494,-0.1735372340425532,0.1735372340425532,6.558e-02,0.07108983680304838,252,False,False,2,0.4,0.0444421134288643,True,False,0.0012949600958235199,0.000637666924023147,0.0,0.0,False,439.0,474.0,439.0,75.5,382.5,311.0,353.5,0.002828854314002829,False,False,False
tqwt_meanValue_dec_11,TQWT,0.007530362094878956,0.015141262821788702,-0.471162544067211,0.471162544067211,-0.22381981382978725,0.22381981382978725,1.514e-02,4.540279266019237e-20,250,False,True,5,1.0,0.17943857871184415,True,True,0.0,0.0,0.0,0.0,False,374.0,251.0,374.0,5.0,382.5,735.0,353.5833333333333,0.0028281876031110067,False,False,False
app_LT_entropy_log_4_coef,Wavelet,0.00024243083664088127,0.000709371517004791,-0.35357148144315237,0.35357148144315237,-0.3073470744680851,0.3073470744680851,7.094e-04,4.222423204185521,251,False,False,0,0.0,0.0,False,False,0.001023379892597325,0.0002380196288248756,0.0,0.0,False,256.5,331.0,256.5,456.5,382.5,444.0,354.5,0.0028208744710860366,False,False,False
det_LT_entropy_log_5_coef,Wavelet,0.0012933997821952042,0.003210021901685787,0.38149846846821484,0.38149846846821484,0.26944813829787234,0.26944813829787234,3.210e-03,32.58905580614042,252,False,False,0,0.0,0.0,False,False,0.0011859397894605967,0.00030443847236813644,0.0,0.0,False,303.0,319.0,303.0,456.5,382.5,365.0,354.8333333333333,0.0028182245185533117,False,False,False
app_det_TKEO_mean_1_coef,Other,0.0003008900713499533,0.0008603396716926422,-0.47889131149991426,0.47889131149991426,-0.30269281914893614,0.30269281914893614,8.603e-04,1269.172406493931,252,False,False,0,0.0,0.0,False,False,0.0008943270606227178,0.00020998827978603962,0.0,0.0,False,263.0,244.0,263.0,456.5,382.5,525.0,355.6666666666667,0.0028116213683223993,False,False,False
tqwt_kurtosisValue_dec_1,TQWT,0.023426646583239508,0.04234816882354834,0.10488941177407614,0.10488941177407614,-0.18982712765957446,0.18982712765957446,4.235e-02,2933.0932231279908,252,False,False,1,0.2,0.04702261865178646,True,False,0.0015058092227854761,0.00046779380593574114,0.0,0.0,False,416.0,572.0,416.0,127.0,382.5,221.0,355.75,0.0028109627547434997,False,False,False
tqwt_meanValue_dec_5,TQWT,0.009109848502040968,0.01779380742251684,-0.47718619355809205,0.47718619355809205,-0.21841755319148937,0.21841755319148937,1.779e-02,5.615004514295451e-21,251,False,True,5,1.0,0.24463386133170922,True,True,0.0,0.0,0.0,0.0,False,384.5,245.0,383.5,5.0,382.5,735.0,355.9166666666667,0.002809646452821353,False,False,False
tqwt_TKEO_std_dec_17,TQWT,0.00011868965711188582,0.0003766017812157727,-0.31381188100256446,0.31381188100256446,-0.32230718085106386,0.32230718085106386,3.766e-04,0.09026884386726046,252,False,False,0,0.0,0.0,False,False,0.0010062160843425849,0.000145369382511345,0.0,0.0,False,237.0,367.0,237.0,456.5,382.5,459.0,356.5,0.002805049088359046,False,False,False
