feature,category,p_mannwhitney,q_mannwhitney,cohens_d,abs_cohens_d,cliffs_delta,abs_cliffs_delta,q_mannwhitney_scientific,subject_level_std,subject_level_unique_count,is_constant,is_near_constant,selected_folds,selection_frequency,mean_abs_l1_coefficient,l1_selected_any,l1_selected_near_constant,tree_importance_mean,tree_importance_std,permutation_importance_mean,permutation_importance_std_across_folds,permutation_importance_positive,rank_q_mannwhitney,rank_abs_cohens_d,rank_abs_cliffs_delta,rank_selection_frequency,rank_permutation_importance,rank_tree_importance,mean_rank,rank_score,included_in_top10,included_in_top20,included_in_top50
tqwt_stdValue_dec_9,TQWT,1.8235432649250117e-06,1.413716015694442e-05,-0.7432291017144959,0.7432291017144959,-0.3996010638297872,0.3996010638297872,1.414e-05,0.009246586024190108,252,False,False,0,0.0,0.0,False,False,0.0021480979145093895,0.0006468582481091105,0.0,0.0,False,97.0,68.0,97.0,456.5,382.5,70.0,195.16666666666666,0.005123825789923143,False,False,False
std_MFCC_8th_coef,MFCC,9.626388328901863e-07,8.320740256705978e-06,0.7188676522488137,0.7188676522488137,0.41023936170212766,0.41023936170212766,8.321e-06,0.07004229749779552,252,False,False,0,0.0,0.0,False,False,0.0022529565051776224,0.0006140855505346127,0.0,0.0,False,87.0,97.0,87.0,456.5,382.5,63.0,195.5,0.005115089514066497,False,False,False
tqwt_maxValue_dec_7,TQWT,7.545228863447671e-07,7.076723464162484e-06,-0.6928983520869537,0.6928983520869537,-0.4142287234042553,0.4142287234042553,7.077e-06,0.03443987980040896,252,False,False,0,0.0,0.0,False,False,0.002140924480894953,0.00047566884643527544,0.0,0.0,False,79.5,108.0,79.0,456.5,382.5,72.0,196.25,0.005095541401273885,False,False,False
tqwt_stdValue_dec_14,TQWT,1.221413118384176e-07,1.7663512788940388e-06,-0.828058268913319,0.828058268913319,-0.4429853723404255,0.4429853723404255,1.766e-06,0.06936795077621087,252,False,False,0,0.0,0.0,False,False,0.001571231721955562,0.0004950124162805675,0.0,0.0,False,52.0,38.0,52.0,456.5,382.5,199.0,196.66666666666666,0.005084745762711865,False,False,False
tqwt_entropy_shannon_dec_10,TQWT,1.4960265291798568e-06,1.2228390760252742e-05,-0.7730973276840852,0.7730973276840852,-0.4029255319148936,0.4029255319148936,1.223e-05,56.14042510809983,252,False,False,0,0.0,0.0,False,False,0.0018749879332841217,0.0006375798745652197,0.0,0.0,False,92.0,55.0,92.0,456.5,382.5,105.0,197.16666666666666,0.00507185122569738,False,False,False
tqwt_TKEO_std_dec_10,TQWT,2.052018125114335e-06,1.5587046768545252e-05,-0.731757363320957,0.731757363320957,-0.3976063829787234,0.3976063829787234,1.559e-05,0.0011223679414086017,250,False,False,0,0.0,0.0,False,False,0.0022120483179650903,0.0005509438894633747,0.0,0.0,False,99.0,88.0,99.0,456.5,382.5,65.0,198.33333333333334,0.0050420168067226885,False,False,False
tqwt_entropy_shannon_dec_34,TQWT,0.00011773145805983045,0.00037514430703810376,-0.562141695824136,0.562141695824136,-0.3224734042553192,0.3224734042553192,3.751e-04,5.328345081904087,252,False,False,0,0.0,0.0,False,False,0.0023117659432059677,0.0005390750464350516,0.007692307692307709,0.017200522903844575,True,236.0,200.0,236.0,456.5,8.0,55.0,198.58333333333334,0.005035669324381032,False,False,False
std_Log_energy,Other,4.681817344563208e-09,1.1002270759723539e-07,0.4674603498523266,0.4674603498523266,0.49052526595744683,0.49052526595744683,1.100e-07,0.2700060997565047,252,False,False,0,0.0,0.0,False,False,0.0023057463703023244,0.0010023660756123152,0.0,0.0,False,30.5,255.0,32.0,456.5,382.5,56.0,202.08333333333334,0.004948453608247422,False,False,False
tqwt_entropy_log_dec_15,TQWT,9.930794130371032e-08,1.5100009516669945e-06,-0.7435505036591878,0.7435505036591878,-0.4461436170212766,0.4461436170212766,1.510e-06,20714.182230460912,252,False,False,0,0.0,0.0,False,False,0.0015363612236988775,0.0003770925077703539,0.0,0.0,False,49.5,66.0,49.0,456.5,382.5,209.0,202.08333333333334,0.004948453608247422,False,False,False
minIntensity,Intensity,5.26847553693041e-07,5.502630005238428e-06,-0.6883184436067358,0.6883184436067358,-0.4200465425531915,0.4200465425531915,5.503e-06,8.465378932466471,252,False,False,0,0.0,0.0,False,False,0.0017643289569390485,0.00047410402255988873,0.0,0.0,False,72.0,109.0,72.0,456.5,382.5,122.0,202.33333333333334,0.004942339373970346,False,False,False
tqwt_minValue_dec_7,TQWT,1.0647844804921498e-06,8.9968306666303e-06,0.6870564009099094,0.6870564009099094,0.4085771276595745,0.4085771276595745,8.997e-06,0.034138027421739936,252,False,False,0,0.0,0.0,False,False,0.001929851317629496,0.00041344648657256066,0.0,0.0,False,89.0,110.0,89.0,456.5,382.5,95.0,203.66666666666666,0.004909983633387889,False,False,False
tqwt_stdValue_dec_8,TQWT,7.622534582409057e-07,7.076723464162484e-06,-0.7511272680195608,0.7511272680195608,-0.4140625,0.4140625,7.077e-06,0.007812462048681216,252,False,False,0,0.0,0.0,False,False,0.0016498905058469813,0.0005126232399776505,0.0,0.0,False,79.5,64.0,81.0,456.5,382.5,167.0,205.08333333333334,0.004876066639577408,False,False,False
tqwt_TKEO_mean_dec_16,TQWT,1.652807734119162e-07,2.259838938286563e-06,-0.7245187280054314,0.7245187280054314,-0.4383311170212766,0.4383311170212766,2.260e-06,0.08585792630812342,252,False,False,0,0.0,0.0,False,False,0.0015794852656199833,0.0002693078536997595,0.0,0.0,False,55.0,93.0,55.0,456.5,382.5,196.0,206.33333333333334,0.004846526655896607,False,False,False
std_5th_delta,Delta / Delta-delta,6.1290383055657355e-06,4.043014741917046e-05,0.6849729149414694,0.6849729149414694,0.378656914893617,0.378656914893617,4.043e-05,0.01534071838788841,252,False,False,0,0.0,0.0,False,False,0.0022540517528788205,0.0007946809173939542,0.0,0.0,False,114.0,112.0,114.0,456.5,382.5,62.0,206.83333333333334,0.0048348106365834,False,False,False
app_entropy_shannon_9_coef,Wavelet,8.413492042502197e-06,5.3167613579509684e-05,0.7428751750639776,0.7428751750639776,0.37300531914893614,0.37300531914893614,5.317e-05,2599601571.9418774,252,False,False,0,0.0,0.0,False,False,0.001830626002149164,0.0004231298872381121,0.0,0.0,False,118.5,72.0,118.5,456.5,382.5,108.0,209.33333333333334,0.004777070063694267,False,False,False
tqwt_energy_dec_26,TQWT,6.8336271010781e-08,1.1419750177801624e-06,0.5564070909337864,0.5564070909337864,0.45179521276595747,0.45179521276595747,1.142e-06,0.07920539541597234,252,False,False,0,0.0,0.0,False,False,0.0017419456680104737,0.0005486576305139969,0.0,0.0,False,45.0,202.0,45.0,456.5,382.5,127.0,209.66666666666666,0.004769475357710652,False,False,False
tqwt_stdValue_dec_6,TQWT,1.6196057210040533e-06,1.2956845768032426e-05,-0.6423603067712185,0.6423603067712185,-0.4015957446808511,0.4015957446808511,1.296e-05,0.005106525370576986,252,False,False,0,0.0,0.0,False,False,0.0020121591127963473,0.0004603987633626336,0.0,0.0,False,94.0,148.0,94.0,456.5,382.5,84.0,209.83333333333334,0.004765687053216838,False,False,False
tqwt_entropy_shannon_dec_14,TQWT,1.8204077028562104e-07,2.401660688680474e-06,-0.8048752520386268,0.8048752520386268,-0.43683510638297873,0.43683510638297873,2.402e-06,423.24859202925586,252,False,False,0,0.0,0.0,False,False,0.0013988474708612091,0.0003151701767341196,0.0,0.0,False,56.5,45.0,56.5,456.5,382.5,268.0,210.83333333333334,0.004743083003952569,False,False,False
VFER_entropy,Wavelet,1.0209507923010398e-05,5.729514894107328e-05,-0.7528905018701666,0.7528905018701666,-0.3695146276595745,0.3695146276595745,5.730e-05,5.5602092755846835,252,False,False,0,0.0,0.0,False,False,0.0017924486083006588,0.0007301296487273784,0.0,0.0,False,133.5,63.0,133.5,456.5,382.5,113.0,213.66666666666666,0.0046801872074883,False,False,False
tqwt_entropy_shannon_dec_9,TQWT,2.0121330911914113e-06,1.544004167934634e-05,-0.7181515692724805,0.7181515692724805,-0.39793882978723405,0.39793882978723405,1.544e-05,49.48519945214094,252,False,False,0,0.0,0.0,False,False,0.0016804917186175987,0.00038971061334838313,0.0,0.0,False,98.0,98.0,98.0,456.5,382.5,151.0,214.0,0.004672897196261682,False,False,False
tqwt_TKEO_mean_dec_15,TQWT,8.611804370848241e-07,7.709615341521281e-06,-0.7739992663119456,0.7739992663119456,-0.41206781914893614,0.41206781914893614,7.710e-06,0.04441293764242939,252,False,False,0,0.0,0.0,False,False,0.0014941684547486885,0.0004890516541576511,0.0,0.0,False,84.0,54.0,84.0,456.5,382.5,227.0,214.66666666666666,0.004658385093167702,False,False,False
tqwt_TKEO_std_dec_15,TQWT,2.6195806349881903e-06,1.9312986642265874e-05,-0.7310267717309077,0.7310267717309077,-0.39345079787234044,0.39345079787234044,1.931e-05,0.03855104642998892,252,False,False,0,0.0,0.0,False,False,0.0016613311916694677,0.0005477453128024542,0.0,0.0,False,102.0,89.0,102.0,456.5,382.5,160.0,215.33333333333334,0.0046439628482972135,False,False,False
tqwt_kurtosisValue_dec_34,TQWT,2.4951975916015917e-06,1.8578104840439574e-05,0.5783957591808876,0.5783957591808876,0.394281914893617,0.394281914893617,1.858e-05,12.349700187161492,252,False,False,0,0.0,0.0,False,False,0.0022776556372992355,0.0007741859964220947,0.0,0.0,False,101.0,192.0,101.0,456.5,382.5,59.0,215.33333333333334,0.0046439628482972135,False,False,False
numPulses,Other,1.083441977928241e-05,5.748973217802305e-05,-0.7268917046941452,0.7268917046941452,-0.3684341755319149,0.3684341755319149,5.749e-05,93.04319146311943,225,False,False,0,0.0,0.0,False,False,0.0020476489473914513,0.0006358523462936287,0.0,0.0,False,146.0,91.0,138.0,456.5,382.5,82.0,216.0,0.004629629629629629,False,False,False
tqwt_entropy_shannon_dec_8,TQWT,7.545228863447671e-07,7.076723464162484e-06,-0.6232100103401559,0.6232100103401559,-0.4142287234042553,0.4142287234042553,7.077e-06,51.95999216332677,252,False,False,0,0.0,0.0,False,False,0.0017181425428845372,0.0005475620842199337,0.0,0.0,False,79.5,165.0,79.0,456.5,382.5,138.0,216.75,0.00461361014994233,False,False,False
tqwt_TKEO_mean_dec_7,TQWT,3.5483414671550775e-07,4.148414703834555e-06,-0.5234697974678233,0.5234697974678233,-0.4263630319148936,0.4263630319148936,4.148e-06,0.0002747427165832224,250,False,False,0,0.0,0.0,False,False,0.0018044244597150635,0.00047462695045831347,0.0,0.0,False,63.5,223.0,64.0,456.5,382.5,112.0,216.91666666666666,0.0046100653092585485,False,False,False
tqwt_kurtosisValue_dec_16,TQWT,1.7186696970842622e-06,1.3462912627160054e-05,0.5363428867392867,0.5363428867392867,0.4005984042553192,0.4005984042553192,1.346e-05,1.148412061120188,252,False,False,1,0.2,0.04609395893300324,True,False,0.0011468422106534486,0.00022006214675736197,0.0,0.0,False,96.0,213.0,96.0,127.0,382.5,387.0,216.91666666666666,0.0046100653092585485,False,False,False
numPeriodsPulses,Other,9.976492416979952e-06,5.71054076664849e-05,-0.7267469869264102,0.7267469869264102,-0.3699301861702128,0.3699301861702128,5.711e-05,93.21443248710368,223,False,False,0,0.0,0.0,False,False,0.0017804389345653236,0.0006226482048675088,0.0,0.0,False,130.0,92.0,129.0,456.5,382.5,117.0,217.83333333333334,0.004590665646518745,False,False,False
app_entropy_shannon_7_coef,Wavelet,8.975659169009894e-06,5.532537454996263e-05,0.7423012864596829,0.7423012864596829,0.3718417553191489,0.3718417553191489,5.533e-05,640002629.863295,252,False,False,0,0.0,0.0,False,False,0.0016799939405997082,0.00041603926028679856,0.0,0.0,False,122.0,77.0,122.0,456.5,382.5,152.0,218.66666666666666,0.004573170731707318,False,False,False
mean_MFCC_3rd_coef,MFCC,0.00017856375985222453,0.000532856934162194,0.5417316393101372,0.5417316393101372,0.31382978723404253,0.31382978723404253,5.329e-04,1.5857431583700954,251,False,False,1,0.2,0.00030765336791000006,True,False,0.0019663540791209294,0.0004462290145268959,0.0,0.0,False,252.0,211.0,252.0,127.0,382.5,89.0,218.91666666666666,0.004567948229920061,False,False,False
app_LT_TKEO_mean_4_coef,Wavelet,7.184921955914989e-06,4.6983141833461494e-05,-0.6346879597083905,0.6346879597083905,-0.3758311170212766,0.3758311170212766,4.698e-05,3.5152078680658954,252,False,False,0,0.0,0.0,False,False,0.0019867727232413474,0.0005170776395667387,0.0,0.0,False,115.0,160.0,115.0,456.5,382.5,86.0,219.16666666666666,0.0045627376425855515,False,False,False
app_LT_TKEO_mean_5_coef,Wavelet,9.398993723730155e-06,5.6687848501148576e-05,-0.6530768864598699,0.6530768864598699,-0.37101063829787234,0.37101063829787234,5.669e-05,8.904619618096758,252,False,False,0,0.0,0.0,False,False,0.0019327251653275049,0.000602154789015981,0.0,0.0,False,125.5,139.0,124.0,456.5,382.5,94.0,220.25,0.004540295119182747,False,False,False
app_LT_TKEO_mean_7_coef,Wavelet,1.0023821558478734e-05,5.71054076664849e-05,-0.6601377919847298,0.6601377919847298,-0.3698470744680851,0.3698470744680851,5.711e-05,44.00791329708279,252,False,False,0,0.0,0.0,False,False,0.0019380793607082461,0.0004905510530867889,0.0,0.0,False,130.0,129.0,131.0,456.5,382.5,93.0,220.33333333333334,0.0045385779122541605,False,False,False
app_det_TKEO_mean_10_coef,Other,1.1710661411735595e-05,5.748973217802305e-05,-0.7434138764115766,0.7434138764115766,-0.3670212765957447,0.3670212765957447,5.749e-05,2584225.076174469,252,False,False,0,0.0,0.0,False,False,0.0017626456211140683,0.0005526621285141923,0.0,0.0,False,146.0,67.0,150.0,456.5,382.5,124.0,221.0,0.004524886877828055,False,False,False
tqwt_TKEO_mean_dec_10,TQWT,2.914510332634054e-06,2.1074151635969313e-05,-0.7200972185739536,0.7200972185739536,-0.3916223404255319,0.3916223404255319,2.107e-05,0.000805132005962786,252,False,False,0,0.0,0.0,False,False,0.0016023920085656603,0.0006728182772371982,0.0,0.0,False,104.0,96.0,104.0,456.5,382.5,186.0,221.5,0.004514672686230248,False,False,False
tqwt_entropy_log_dec_6,TQWT,3.0003191553773617e-06,2.14880000461312e-05,-0.619414284634763,0.619414284634763,-0.39112367021276595,0.39112367021276595,2.149e-05,139150.74732308698,252,False,False,0,0.0,0.0,False,False,0.001780922420995824,0.0006723758787049703,0.0,0.0,False,105.0,169.0,105.0,456.5,382.5,116.0,222.33333333333334,0.004497751124437781,False,False,False
tqwt_entropy_log_dec_14,TQWT,1.3760159540367563e-07,1.9162296248808163e-06,-0.7336867004448674,0.7336867004448674,-0.441156914893617,0.441156914893617,1.916e-06,24818.801790473233,252,False,False,0,0.0,0.0,False,False,0.0013215416916511882,0.000534311642501725,0.0,0.0,False,54.0,87.0,54.0,456.5,382.5,303.0,222.83333333333334,0.004487658937920718,False,False,False
tqwt_stdValue_dec_35,TQWT,9.215627874669973e-05,0.00029994177343539393,-0.5570344893639179,0.5570344893639179,-0.32746010638297873,0.32746010638297873,2.999e-04,0.03868550234345735,252,False,False,0,0.0,0.0,False,False,0.0015186663061783005,0.00033958161566517367,0.007692307692307709,0.017200522903844575,True,231.5,201.0,231.0,456.5,8.0,215.0,223.83333333333334,0.004467609828741623,False,False,False
app_entropy_shannon_10_coef,Wavelet,8.491689147477603e-06,5.321458532419298e-05,0.7429612476892083,0.7429612476892083,0.3728390957446808,0.3728390957446808,5.321e-05,5399508175.997418,252,False,False,0,0.0,0.0,False,False,0.0015736595301515856,0.00022975147814204212,0.0,0.0,False,120.0,69.0,120.0,456.5,382.5,198.0,224.33333333333334,0.004457652303120356,False,False,False
app_LT_TKEO_mean_3_coef,Wavelet,5.526784934250806e-06,3.71084131299697e-05,-0.6016660696746505,0.6016660696746505,-0.3804853723404255,0.3804853723404255,3.711e-05,1.270521749922571,252,False,False,0,0.0,0.0,False,False,0.0018829452638832607,0.0006646010294446307,0.0,0.0,False,112.0,183.0,112.0,456.5,382.5,104.0,225.0,0.0044444444444444444,False,False,False
tqwt_medianValue_dec_36,TQWT,0.0002733255556482598,0.000790541607105736,-0.40294885820255444,0.40294885820255444,-0.30477061170212766,0.30477061170212766,7.905e-04,0.0073888910563004425,251,False,False,2,0.4,0.16068617251769474,True,False,0.0021195281633407765,0.000604887036777584,0.0,0.0,False,260.0,300.0,260.0,75.5,382.5,75.0,225.5,0.004434589800443459,False,False,False
app_det_TKEO_mean_5_coef,Other,1.1394510577787111e-05,5.748973217802305e-05,-0.7234126668820736,0.7234126668820736,-0.36751994680851063,0.36751994680851063,5.749e-05,62600.084718429505,252,False,False,0,0.0,0.0,False,False,0.0017324872340049244,0.0006607322639227886,0.0,0.0,False,146.0,94.0,144.0,456.5,382.5,132.0,225.83333333333334,0.004428044280442804,False,False,False
tqwt_meanValue_dec_36,TQWT,0.00019171605658606158,0.000567600293514639,-0.4031859231951034,0.4031859231951034,-0.3123337765957447,0.3123337765957447,5.676e-04,0.007196318312881078,252,False,False,1,0.2,0.04186297098968852,True,False,0.0029960950018095836,0.001038125504891851,0.0,0.0,False,254.0,299.0,254.0,127.0,382.5,39.0,225.91666666666666,0.004426410918480265,False,False,False
tqwt_TKEO_mean_dec_14,TQWT,2.1368815474004523e-07,2.7705774545605867e-06,-0.646140207551145,0.646140207551145,-0.4343417553191489,0.4343417553191489,2.771e-06,0.03320267536759841,252,False,False,0,0.0,0.0,False,False,0.001424912185391651,0.0006298226619621663,0.0,0.0,False,58.0,146.0,58.0,456.5,382.5,256.0,226.16666666666666,0.004421518054532056,False,False,False
tqwt_entropy_log_dec_28,TQWT,0.00024243148918913734,0.000709371517004791,0.5207615999288451,0.5207615999288451,0.3073470744680851,0.3073470744680851,7.094e-04,2951.1453926890817,252,False,False,1,0.2,0.020432907164844177,True,False,0.0018240638587191664,0.00034531870218800214,0.0,0.0,False,256.5,225.0,256.5,127.0,382.5,110.0,226.25,0.004419889502762431,False,False,False
std_5th_delta_delta,Delta / Delta-delta,1.214523972674857e-05,5.780519161085396e-05,0.6729486099518758,0.6729486099518758,0.3663563829787234,0.3663563829787234,5.781e-05,0.007415900081372007,252,False,False,0,0.0,0.0,False,False,0.001983987694384271,0.0008751326759112,0.0,0.0,False,157.5,121.0,157.5,456.5,382.5,87.0,227.0,0.004405286343612335,False,False,False
std_4th_delta_delta,Delta / Delta-delta,1.6220252449773712e-05,6.739022012281675e-05,0.7072507518850291,0.7072507518850291,0.36103723404255317,0.36103723404255317,6.739e-05,0.008523407440141632,252,False,False,0,0.0,0.0,False,False,0.0022706156844621876,0.0005223462998544858,0.0,0.0,False,180.5,103.0,180.5,456.5,382.5,60.0,227.16666666666666,0.004402054292002935,False,False,False
app_entropy_shannon_5_coef,Wavelet,9.841363405198621e-06,5.71054076664849e-05,0.7428856291360494,0.7428856291360494,0.37017952127659576,0.37017952127659576,5.711e-05,183249497.61009693,252,False,False,0,0.0,0.0,False,False,0.0015769331421961695,0.0005554337228043779,0.0,0.0,False,130.0,71.0,128.0,456.5,382.5,197.0,227.5,0.004395604395604396,False,False,False
std_4th_delta,Delta / Delta-delta,1.974550467133998e-05,7.898201868535992e-05,0.7138161397205351,0.7138161397205351,0.35738031914893614,0.35738031914893614,7.898e-05,0.01688251716114789,252,False,False,0,0.0,0.0,False,False,0.002441560356216487,0.0008302028143917275,0.0,0.0,False,188.0,101.0,188.0,456.5,382.5,50.0,227.66666666666666,0.004392386530014641,False,False,False
tqwt_entropy_log_dec_8,TQWT,7.545228863447671e-07,7.076723464162484e-06,-0.6975363969412012,0.6975363969412012,-0.4142287234042553,0.4142287234042553,7.077e-06,76358.05872555726,252,False,False,0,0.0,0.0,False,False,0.001403173821785429,0.00018380478799535438,0.0,0.0,False,79.5,106.0,79.0,456.5,382.5,263.0,227.75,0.0043907793633369925,False,False,False
